Timestamp,Vibration (mm/s),Temperature (°C),Pressure (bar),RMS Vibration,Mean Temp,Fault Label
2023-03-10 00:00:00,0.4370861069626263,64.81063430708957,7.785117051207718,0.6016565374721807,90.56138441433629,1
2023-03-10 00:01:00,0.9556428757689246,93.35207579026866,7.740936397215999,0.6016565374721807,90.56138441433629,1
2023-03-10 00:02:00,0.7587945476302645,119.83566687011266,9.71876374156311,0.6016565374721807,90.56138441433629,0
2023-03-10 00:03:00,0.6387926357773329,108.5779909127649,7.748638599548518,0.6016565374721807,90.56138441433629,1
2023-03-10 00:04:00,0.24041677639819287,114.52489182891598,7.815849178385893,0.6016565374721807,90.56138441433629,0
2023-03-10 00:05:00,0.2403950683025824,102.70266933685738,9.278194787253891,0.6016565374721807,90.56138441433629,1
2023-03-10 00:06:00,0.15227525095137953,105.3821251614282,8.34921952735162,0.6016565374721807,90.56138441433629,2
2023-03-10 00:07:00,0.8795585311974417,117.93565212522554,9.330131670865544,0.6016565374721807,90.56138441433629,0
2023-03-10 00:08:00,0.6410035105688879,69.97344070873487,7.196098472693156,0.6016565374721807,90.56138441433629,1
2023-03-10 00:09:00,0.737265320016441,89.15399709145123,8.462713581020154,0.6016565374721807,90.56138441433629,0
2023-03-10 00:10:00,0.1185260448662222,67.69675534556818,7.100840800549848,0.6016565374721807,90.56138441433629,0
2023-03-10 00:11:00,0.9729188669457949,129.01344063973175,7.187959610366064,0.6016565374721807,90.56138441433629,0
2023-03-10 00:12:00,0.8491983767203796,125.52474717492906,9.719312360033232,0.6016565374721807,90.56138441433629,0
2023-03-10 00:13:00,0.29110519961044856,53.15414490948047,7.4177361133527855,0.6016565374721807,90.56138441433629,0
2023-03-10 00:14:00,0.26364247048639056,106.44601380125508,8.597262046825652,0.6016565374721807,90.56138441433629,1
2023-03-10 00:15:00,0.2650640588680905,124.01986539325327,8.23328680780212,0.6016565374721807,90.56138441433629,0
2023-03-10 00:16:00,0.373818018663584,64.44602761018669,8.042029978776528,0.6016565374721807,90.56138441433629,1
2023-03-10 00:17:00,0.5722807884690141,95.43561844421035,9.699500037061817,0.6016565374721807,90.56138441433629,0
2023-03-10 00:18:00,0.48875051677790415,123.23906380704335,7.065470190326469,0.6016565374721807,90.56138441433629,0
